canddt_name_2014,caddi_sex_2014,cnddt_age_2014,canddt_category_2014
DR. ARUN KUMAR SARMA,M,57,GEN
GOURAV GOGOI,M,31,GEN
BIJOY KUMAR TIRU,M,63,GEN
MRINAL KUMAR SAIKIA,M,46,GEN
ARUP KUMAR MAHANTA,M,43,GEN
SAMSUL ALAM,M,32,GEN
JINTI GOGOI,F,39,GEN
MITHUAL KUMAR,M,41,GEN
SAHABA AHMED,F,39,GEN
JITEN GOGOI,M,52,GEN
BINOD GOGOI,M,43,GEN
MONTU SAIKIA,M,34,GEN
RAHMAT ULLAH,M,30,GEN
KAMAKHYA PRASAD TASA,M,38,GEN
DRUPAD BORGOHAIN,M,68,GEN
NASIR AHMED,M,50,GEN
PRODIP HAZARIKA,M,61,GEN
BIJOY KRISHNA HANDIQUE,M,82,GEN
GUNIN BASUMATARI,M,62,ST
MANOROM GOGOI,M,44,GEN
RIBULAYA GOGOI,F,33,GEN
HOREN BORGOHAIN,M,37,GEN
RAJ KUMAR DOWARAH,M,43,GEN
ANUP PHUKON,M,56,GEN
PABAN SINGH GHATOWAR,M,62,GEN
RAMESWAR TELI,M,43,GEN
CHENI RAM MORAN,M,48,GEN
NAVAJYOTI KALITA,M,36,GEN
SUBHAS SEN,M,64,GEN
MAMUN IMDADUL HAQUE CHAWDHURY,M,34,GEN
RANEE NARAH,F,50,GEN
SARBANANDA SONOWAL,M,52,ST
HARI PRASAD DIHINGIA,M,44,GEN
TANISH ORANG,M,45,GEN
DHEBOR GOHAIN BORUAH,M,57,GEN
DR. HIRAMONI DEKA SONOWAL,F,34,GEN
HEM KANTA MIRI,M,32,SC
KESHAB GOGOI,M,45,GEN
KHAIRUL ISLAM,M,38,GEN
DAVID HORO,M,36,GEN
RANJIT SINGH GORH,M,45,GEN
HRISHIKESH BARUAH,M,27,GEN
PURNMASI RAM,M,57,SC
BAIDYA NATH PRASAD MAHATO,M,57,GEN
SHAILESH KUMAR DIWAKAR,M,34,SC
SATISH CHANDRA DUBEY,M,39,GEN
AMAR SAHANI,M,38,GEN
PROF. AMARESH PRASAD,M,62,ST
DACTAR MAHTO,M,44,GEN
DHARMESH PRASAD VARMA,M,68,GEN
VIRENDRA PRASAD GUPTA,M,45,GEN
OM SHANTI BABA,M,50,GEN
DILIP VARMA,M,60,GEN
DRAVYAN URAON,M,26,ST
NANDLAL RAM,M,49,SC
MANOHAR MANOJ,M,45,GEN
PRAKASH JHA,M,61,GEN
PRABHU RAJ NARAIN RAO,M,59,GEN
RAGHUNATH JHA,M,68,GEN
DR. SANJAY JAISWAL,M,49,GEN
SYED SHAMIM AKHTAR,M,57,GEN
ANAND KAUSHAL SINGH,M,34,GEN
SUNIL KUMAR RAO,M,41,GEN
ANAND PRASAD,M,36,GEN
NAFISH AHAMAD,M,42,GEN
MOHAN KUMAR,M,35,GEN
RATAN KUMAR SARKAR,M,61,GEN
SYED IRSHAD AKHTAR,M,37,GEN
AVANEESH KUMAR SINGH,M,49,GEN
BINOD KUMAR SRIVASTAVA,M,54,GEN
RADHA MOHAN SINGH,M,64,GEN
SURESH PASWAN,M,41,SC
ANIL KUMAR SINGH,M,42,GEN
AMIT KUMAR CHOUBEY,M,30,GEN
MD. NASIRUDDIN,M,42,GEN
PAWAN KUMAR,M,25,GEN
PARAS NATH PANDEY,M,55,GEN
MOQIM ANSARI,M,49,GEN
RAGHUNATH GUPTA,M,64,GEN
SHATRUGHAN TIWARI,M,47,GEN
DILIP SINGH,M,37,GEN
PRAMOD KUMAR PANDEY,M,41,GEN
SHAMBHU DAS,M,38,SC
ANGESH KUMAR,M,43,GEN
MD ANWARUL HAQUE,M,70,GEN
RAMA DEVI,F,65,GEN
SHAHID ALI KHAN,M,54,GEN
JAGRANATH SAHANI,M,31,GEN
JATA SHANKAR AATREY,M,51,GEN
MD NASRUDDIN ANSARI,M,41,GEN
RAMASHANKAR SINGH,M,40,GEN
RAM LOBHIT PASWAN,M,67,SC
LAXMAN PASWAN,M,47,SC
LOVELY ANAND,F,39,GEN
SHATRUGHNA SAHU,M,38,GEN
RAMASHISH MAHTO,M,69,GEN
SHIVANANDAN PRASAD,M,70,GEN
SANJAY PRASAD,M,43,GEN
ARJUN RAI,M,42,GEN
MAHESH KUMAR,M,48,GEN
SITARAM YADAV,M,66,GEN
KISHORI DAS,M,63,GEN
JAY KUMAR CHAUDHARY,M,36,GEN
BHARAT BHUSHAN SAHNI,M,44,GEN
MAHENDRA PRASAD,M,45,GEN
RAJEEV RANJAN,M,35,GEN
RAM KUMAR SHARMA,M,50,GEN
SATYENDRA BHANDARI,M,38,GEN
SURENDRA KUMAR,M,33,GEN
SYED ABU DOJANA,M,49,GEN
AJAY KUMAR,M,37,GEN
CHANDRIKA PRASAD,M,39,GEN
NARENDRA MISHRA,M,56,GEN
MAHESH NANDAN SINGH,M,44,GEN
MOHAMMAD FAIYAZ AHMAD,M,29,GEN
VINOD SAH,M,42,GEN
SONE LAL SAH,M,66,GEN
ABDUL BARI SIDDIQUI,M,62,GEN
PROF. GHULAM GHOUS,M,52,GEN
HARI NARAYAN YADAV,M,49,GEN
HUKM DEO NARAYAN YADAV,M,77,GEN
ANIRUD SAHU,M,41,GEN
KUMARI RITA,F,34,GEN
DHRUB NARAYAN KARN,M,54,GEN
NEERAJ PATHAK,M,30,GEN
FAIZ AHMAD,M,34,GEN
RATNESHWAR JHA,M,50,GEN
VIJAY KUMAR,M,26,GEN
DEVENDRA PRASAD YADAV,M,58,GEN
MANGANI LAL MANDAL,M,65,GEN
MANILAL SAHU,M,69,GEN
BIRENDRA KUMAR CHAUDHARY,M,60,GEN
MD. AKHTAR ALI,M,44,GEN
TILIYA DEVI,F,66,SC
MD. FAIYAZ KHAN,M,45,GEN
VIGHNESH BHAGAT,M,41,GEN
BIPIN KUMAR JHA,M,35,GEN
HAIDAR,M,49,GEN
AWDHESH KUMAR SHINGH,M,46,GEN
IBRAHIM ABBASI,M,36,GEN
CHANDRA MOHAN JHA,M,59,GEN
CHHEDI RAM,M,35,SC
JANAK ROY,M,71,GEN
PAWAN KUMAR,M,37,GEN
BARUN KUMAR JHA,M,52,GEN
RAM CHANDRA SAFI,M,47,SC
DR. BINAY KUMAR JHA,M,56,GEN
AMAN KUMAR SAMAJSEVI,M,33,GEN
KAMESHWAR CHAUPAL,M,58,GEN
DILESHWAR KAMAIT,M,68,GEN
RANJEET RANJAN,F,41,GEN
JAY NARAYAN YADAV,M,49,GEN
DEV NARAYAN YADAV,M,66,GEN
PARMESHWAR JHA,M,62,GEN
MOHAMMAD AMANULLAH,M,32,GEN
SHAKALDEV MANDAL,M,70,GEN
SURESH KUMAR AZAD,M,46,GEN
BINOD KUMAR SAHU,M,45,GEN
RAMDEV SHARMA,M,55,GEN
ABDUL RAHMAN,M,29,GEN
TASLEEM UDDIN,M,72,GEN
PRADEEP KUMAR SINGH,M,48,GEN
VIJAY KUMAR MANDAL,M,51,GEN
MD. ASLAM BEG,M,35,GEN
CHANDRA BHUSHAN,M,48,GEN
RAJESH KUMAR,M,46,GEN
RAMANAND RISHIDEO,M,63,SC
BIDAYANAND PASWAN,M,61,SC
SANJAY KUMAR RISHIDEV,M,32,SC
SAR WAT JAHRE ANSARI,F,37,GEN
ALAMDAR HUSSAIN,M,38,GEN
PANKAJ KISHOR MANDAL,M,34,GEN
AKHTARUL IMAN,M,48,GEN
DR DILIP  KUMAR JAISWAL,M,50,GEN
MD.NAUSHAD,M,35,GEN
MOHAMMAD ASRARUL HAQUE,M,67,GEN
ALIMUDDIN ANSARI,M,59,GEN
MD. GULAB SIDDIKI,M,44,GEN
MANUWER ALAM,M,39,GEN
MOHAMMAD WASIQUR RAHMAN,M,36,GEN
CHITRANJAN SINGH,M,51,GEN
CHHOTE LAL MAHTO,M,36,GEN
TARIQ ANWAR,M,63,GEN
NIKHIL KUMAR CHOUDHARY,M,68,GEN
DR. RAM PRAKASH MAHTO,M,62,GEN
SHIVENDRA KUMAR,M,40,GEN
ABDUR RAHMAN,M,51,GEN
MD. IQBAL AHMAD,M,33,GEN
FULMANI HEMBRAM,F,33,ST
BALESHWAR MARANDI,M,60,ST
BIBHAKER JHA @ VICTOR JHA,M,37,GEN
MAHBUB ALAM,M,57,GEN
MAHAMMAD HAMID MOBARAK,M,39,GEN
MAHESH MANDAL,M,34,GEN
SATYANARAYAN BHAGAT,M,68,GEN
SURESH RAY,M,40,SC
ASHOK KUMAR,M,44,GEN
ASHOK KU BHAGAT,M,42,GEN
KANHAI MANDAL,M,38,GEN
MD. TARIQ ANWAR,M,28,GEN
NALINI MANDAL,M,48,GEN
RAJ KUMAR MANDAL,M,48,ST
SANJAY SINGH,M,44,GEN
AMARNATH TIWARI,M,59,GEN
UDAY SINGH ALIAS PAPPU SINGH,M,61,GEN
RAJ KUMAR ORAON,M,44,ST
SANTOSH KUMAR,M,35,GEN
ANIL KUMAR MAHTO,M,30,GEN
PANKAJ KUMAR SINGH,M,48,GEN
PRAMOD NARAYAN PODDAR,M,57,GEN
FAGU MARANDI,M,63,ST
MANSUR ALAM,M,45,GEN
MD SHAMSHER ALAM,M,48,GEN
MD SHAHID AKHTAR,M,59,GEN
SYED SHAH EQBAL ALAM,M,48,GEN
SUDEEP ROY,M,50,GEN
MD AKHTAR ALI,M,32,GEN
KUNJ BIHARI PASWAN,M,52,SC
NAVLESH PATHAK,M,52,GEN
SANJAY SINGH,M,35,GEN
GULJAR KUMAR,M,31,GEN
RAJESH RANJAN @ PAPPU YADAV,M,46,GEN
VIJAY KUMAR SINGH,M,56,GEN
SHARAD YADAV,M,66,GEN
ANWAR ALAM,M,38,GEN
CHANDRASHEKHAR YADAV,M,37,GEN
BHIKHA PASWAN,M,51,SC
MOHAMMAD ARSHAD HUSSAIN,M,38,GEN
SAJAN KUMAR JHA,M,42,GEN
PRASANNA KUMAR,M,61,GEN
MINA DEVI,F,38,GEN
RAJO SAH,M,34,GEN
MD. ALI ASHRAF FATMI,M,60,GEN
KIRTI AZAD,M,55,GEN
DURGA NAND MAHAVIR NAYAK,M,42,GEN
SANJAY KUMAR JHA,M,46,GEN
HADAY NA. YADAV,M,72,GEN
KEDAR KU. KESHAV,M,46,GEN
JAINATH,M,33,SC
DR. PRABHAT RANJAN DAS,M,56,GEN
FAISAL AHMAD,M,28,GEN
BRAHMADEO PRASAD KARYEE,M,61,GEN
COLONEL LAKSHMESHWAR MISHRA,M,55,GEN
SADRE ALAM KHAN,M,65,GEN
KRISHNA KUMAR PASWAN,M,29,SC
PRADEEP PASWAN,M,38,GEN
PRAVIN KUMAR JHA,M,41,GEN
AKHILESH PD SINGH,M,44,GEN
AJAY NISHAD,M,45,GEN
RAJEEV RANJAN,M,34,GEN
VIJENDRA CHAUDHARY,M,47,GEN
AKSHAY VERMA,M,27,GEN
ASHOK KUMAR JHA,M,48,GEN
ASHOK KUMAR SINGH,M,62,GEN
KUNAL PRIYADARSHI,M,29,GEN
DEVENDRA RAKESH,M,63,GEN
NAVAL KISHORE JHA,M,36,GEN
NILU SINGH,F,41,GEN
PANKAJ KUMAR SRIVASTAVA,M,44,GEN
PRABHAT SUMAN,M,33,GEN
MADHUR SHEEL,M,45,GEN
MAHESH RAI,M,54,GEN
RAGHVENDRA PRATAP SINGH,M,25,GEN
RAJESH KUMAR,M,26,GEN
SHATRUDHAN SAHNI,M,42,GEN
AJITANSH GAUR,M,25,GEN
KAMLESH CHOUDHARY,M,41,SC
DEEPAK KUMAR,M,32,GEN
NAGESHWAR PRASAD SINGH,M,45,GEN
MAHESH PASWAN,M,46,SC
MOHAMMAD ANWARUL HAQUE,M,41,GEN
MOHMMAD TAIYAB,M,43,GEN
RAVI SHANKAR PASWAN,M,48,SC
RUPESH KUMAR KUAR,M,31,GEN
SHRAVAN KUMAR JHA,M,30,GEN
SURESH KUMAR,M,45,GEN
RAGHUVANSH PRASAD SINGH,M,67,GEN
RAMA KISHORE SINGH,M,51,GEN
VIJAY KUMAR SAHNI,M,63,GEN
SHANKAR MAHTO,M,42,GEN
INDRADEO ROY,M,51,GEN
JAYNARAYAN SAH,M,59,GEN
MD. NAUSHAD,M,25,GEN
PARMESHWAR RAM,M,64,SC
MUKESH RAM,M,29,SC
RAAJ MANGAL PRASAD,M,54,GEN
VINOD PANDIT,M,34,GEN
MD.HASIB,M,45,GEN
ANU SHUKLA,F,38,GEN
JITENDRA PRASAD,M,40,GEN
BALENDRA SINGH,M,66,GEN
DR. MOHAMMAD NABI HASSAN,M,30,GEN
MOHAMMAD UMAR ANSARI,M,58,GEN
RANJEET KUMAR JHA,M,28,GEN
RAM PUKAR RAI,M,42,GEN
RAMESHWAR SAH,M,38,GEN
LALJI KUMAR RAKESH,M,41,GEN
SANDHYA DEVI,F,43,GEN
ANIL KUMAR,M,46,SC
CHANDRADIP RAM,M,30,SC
JANAK RAM,M,42,SC
DR. JYOTI BHARTI,F,58,SC
JALESHWAR NATH RAM,M,47,SC
JITENDRA MANJHI,M,30,SC
RAMASHANKAR RAM,M,48,SC
SUNITA KUMAR,F,46,SC
SURENDRA PASWAN,M,33,SC
SURENDRA RAM,M,46,SC
DINANATH MANJHI,M,39,SC
MUDRIKA BAITHA,M,42,SC
RAM KUMAR MANJHI,M,34,SC
SATEYNDRA BAITHA,M,35,SC
OM PRAKASH YADAV,M,48,GEN
GANESH RAM,M,42,SC
MANOJ KUMAR SINGH,M,45,GEN
HENA SHAHAB,F,41,GEN
AMAR NATH YADAV,M,49,GEN
KHALIL MIYA,M,38,GEN
NAGENDRA TIWARI,M,36,GEN
NARAD PNDIT,M,41,GEN
PARAMANAND GOND,M,44,SC
PARMESHWAR  MANJHI,M,41,SC
RANJAN KUMAR,M,36,GEN
RAM BINAY RAY,M,28,GEN
SATYA PRAKASH PANDEY,M,43,GEN
"JANARDAN SINGH ""SIGRIWAL""",M,50,GEN
NAGENDRA PRASAD,M,49,GEN
PRABHU NATH SINGH,M,61,GEN
MANORANJAN SINGH,M,54,GEN
BYAS MANJHI,M,43,SC
RINA RANI,F,40,GEN
UMASHANKAR TIWARI,M,38,GEN
DR. GOPAL PRASAD,M,63,GEN
BRINDA PATHAK,M,68,GEN
SHIV NATH MAHTO,M,57,GEN
BAL MUKUND CHAUHAN,M,46,GEN
RAJIV PRATAP RUDY,M,53,GEN
RABRI DEVI,F,61,GEN
SALEEM PERWEZ,M,53,GEN
CHANDAN KUMAR ALIAS CHANDAN GUPTA,M,34,GEN
NIRAJ RAM,M,29,SC
PARMATMA SINGH,M,60,GEN
RANJAN KUMAR,M,27,GEN
RAJESH KUMAR,M,33,GEN
LALAN PRASAD,M,62,ST
LALU RAI,M,39,GEN
DHANESHWAR RAM,M,67,SC
RAM SUNDAR DAS,M,93,SC
RAMVILAS PASWAN,M,67,SC
SANJEEV PRASAD TONI,M,57,SC
UJJAWAL KANT HUNKAR,M,49,SC
RANDHIR KUMAR RAM,M,32,SC
RAJ KR. PASWAN,M,27,SC
RINA RAGNI,F,37,SC
VIDHAN CHANDRA RANA,M,38,SC
VIRCHANDRA PASWAN,M,50,SC
SATYA NARAYAN PASWAN,M,48,SC
UPENDER RAM,M,41,SC
DINA NATH RAM,M,43,SC
VIPHIYA DEVI,F,30,SC
SURESH PASWAN,M,48,SC
ASHWAMEDH DEVI,F,51,GEN
ALOK KUMAR MEHTA,M,45,GEN
DHARMENDRA SAHANI,M,34,GEN
NITYANAND RAI,M,48,GEN
RAM DEO VERMA,M,67,GEN
AMRENDRA KUMAR YADAV,M,41,GEN
KISHOR KUMAR,M,36,GEN
JITENDRA KUMAR RAI,M,37,GEN
MD. TAHIR ARAMAN,M,27,GEN
PRITHIVINATH PRASAD,M,45,GEN
PREM LATA DEVI,F,42,GEN
PHOOL BABU SINGH,M,37,GEN
MADHURI,F,33,GEN
MITHILESH KUMAR JHA,M,51,GEN
VINDESHWARI SAHNI,M,63,GEN
SHIVANI UMANI,M,42,GEN
SURESH CHAUDHARI,M,71,GEN
ARJUN KUMAR SAH,M,29,GEN
MINTU PASWAN,M,31,SC
DR. ASHOK KUMAR,M,59,SC
MAHESHWAR HAZARI,M,43,SC
RAM CHANDRA RAM,M,62,SC
RAM CHANDRA PASWAN,M,53,SC
AMIT KUMAR,M,25,SC
ASHOK PASWAN,M,28,SC
GANESH KUMAR,M,41,SC
LAL BAHADUR SADA,M,43,SC
BALESHWAR PASWAN,M,59,SC
VIJAY KUMAR RAM,M,27,SC
SHATRUDHAN KUMAR PASWAN,M,44,SC
MITHILESH KUMAR RAJAK,M,35,SC
MD. TANVEER HASSAN,M,54,GEN
BHOLA SINGH,M,75,GEN
RAJENDRA PRASAD SINGH,M,68,GEN
RAM PADARATH YADAV,M,47,GEN
PINKI DEVI,F,28,GEN
SUNIL KUMAR,M,56,GEN
HARI KANT PRASAD,M,37,GEN
PANKAJ PASWAN,M,29,SC
MOHAMMAD JAVED,M,44,GEN
RAJENDRA YADAV,M,45,GEN
VAIJ NATH PASWAN,M,37,SC
SUSHIL KUMAR,M,35,GEN
KRISHNA KUMARI YADAV,F,39,GEN
CHOUDHARY MAHBOOB ALI KAISER,M,47,GEN
JAGDISH CHANDRA VASU,M,43,GEN
DINESH CHANDRA YADAV,M,57,GEN
RAJESH KUMAR,M,36,GEN
GANESH MUKHIYA NISHAD,M,33,GEN
TEJ BAHADUR SINGH,M,71,GEN
BRAHAMDEO MUKHIA,M,58,GEN
MAKKHAN SAH,M,39,GEN
RAJEEV RANJAN,M,31,GEN
DR. SWAMI VIVEKANAND,M,50,GEN
UMESH CHANDRA BHARTI,M,53,GEN
SATISH PRASAD SINGH,M,41,GEN
ABU QAISER,M,40,GEN
NAUSHABA KHANAM,F,33,GEN
SHAILESH KUMAR URPH BULO MANDAL,M,38,GEN
SYED SHAHNAWAZ HUSSAIN,M,45,GEN
KUMKUM SINGH,F,57,GEN
GAURAV KUMAR GHOSH,M,35,GEN
NISHI KANT MANDAL,M,28,ST
PUROSOTTAM CHOUBEY,M,47,GEN
PROF. YOGENDRA MAHTO,M,55,GEN
RINKI KUMARI,F,30,GEN
VIREN DAS,M,52,GEN
ANAND KUMAR JAIN,M,52,GEN
INDRADEO KUMAR SINGH,M,35,GEN
MAHADEO KUMAR,M,57,GEN
RANJAN KUMAR,M,31,GEN
RAMJEE MANDAL,M,47,GEN
SIKANDAR TANTI,M,40,GEN
SUMAN KUMAR,M,30,GEN
JAI PRAKASH NARAYAN YADAV,M,60,GEN
PUTUL KUMARI,F,54,GEN
SANJAY KUMAR -I,M,50,GEN
SANJAY KUMAR-II,M,58,GEN
UMAKANT YADAV,M,63,GEN
DEEPAK KUMAR,M,35,GEN
NIRAJ KUMAR,M,43,GEN
MAHBOOB ALAM ANSARI,M,55,GEN
MITHLESH KUMAR SINGH,M,31,GEN
MUKESH KUMAR SINHA,M,42,GEN
VIJAY BHARTI,M,59,GEN
SUBODH NARAYAN JHA,M,63,GEN
AKHIL BHARTIYA SHARMA,M,48,GEN
ALIMUDDIN ANSARI,M,53,GEN
INDRARAJ SINGH SAINI,M,70,GEN
NARESH KUMAR PRIYADARSHI,M,38,GEN
SARGUN SAH,M,59,GEN
KAMLESHWARI MANDAL,M,63,GEN
PRAGATI MEHTA,M,33,GEN
RAJIV RANJAN SINGH ALIAS LALAN SINGH,M,60,GEN
VEENA DEVI,F,41,GEN
ASHOK KUMAR SINGH,M,51,GEN
PRAMOD KUMAR,M,47,GEN
RAM BADAN RAI,M,59,GEN
SHANKAR PRASAD,M,49,GEN
SANDEEP,M,28,GEN
SURYODAY PASWAN,M,40,SC
UCHIT KUMAR,M,41,GEN
MUZAFFAR FAKHRUDDIN,M,54,GEN
SHARWAN KUMAR ANAND,M,43,GEN
ASHISH RANJAN SINHA,M,64,GEN
KAUSHLENDRA KUMAR,M,49,GEN
SANJAY KUMAR,M,25,SC
SATYA NAND SHARMA,M,64,GEN
DHIRENDRA KUMAR,M,32,GEN
NAYEB ALI,M,43,GEN
NIRAJ SHARMA,M,58,GEN
PARNAV PRAKASH,M,25,GEN
PRAMOD KUMAR NIRALA,M,45,GEN
BHOLA SAO,M,52,GEN
MAHESH PASWAN,M,40,SC
YOGENDRA PRASAD,M,65,GEN
RAKESH RANJAN SINHA,M,35,GEN
LALLU RAM,M,44,GEN
SHASHI YADAV,F,40,GEN
SHAILESH KUMAR,M,51,GEN
AWADH KUMAR,M,40,GEN
KAUSHAL KUMAR KAUSHALENDRA SINHA ALIAS BHARAT MANAS,M,40,GEN
NARESH PRASAD SINGH,M,43,GEN
MUNNA PRASAD,M,48,GEN
LATA SINHA,F,38,GEN
VISHWAJIT KUMAR,M,25,GEN
KUNAL SINGH,M,58,GEN
GANESH SAW,M,36,GEN
DR.GOPAL PRASAD SINHA,M,71,GEN
SHATRUGHANA SINHA,M,67,GEN
UMESH KUMAR,M,46,GEN
GAJENDRA KUMAR,M,30,GEN
CHANDRA BHUSHAN PRASAD CHANDRAVANSHI,M,44,GEN
JAUHAR AZAD,M,29,GEN
PARVEEN AMANULLAH,F,56,GEN
PARWEZ AHMAD,M,46,GEN
DR. RAKESH DUTTA MISHRA,M,39,GEN
LAL BAHADUR SINGH PATEL,M,46,GEN
SHREEKANT LABH,M,79,GEN
ANIL KUMAR,M,48,SC
KUMAR RAJIV,M,43,GEN
GANGA VISHNU PRASAD,M,73,GEN
NAND KISHORE SINGH,M,57,GEN
VIJAY KUMAR SAHNI,M,25,GEN
SHYAM NANDAN PRASAD,M,59,GEN
MISHA BHARTI,F,39,GEN
RANJAN PRASAD YADAV,M,69,GEN
RAJ KUMAR RAM,M,41,SC
RAM KRIPAL YADAV,M,53,GEN
ABINASH KUMAR,M,53,GEN
KUNDAN PRASAD SINGH,M,57,GEN
CHANDRA DEV PRASAD,M,41,GEN
DEO KUMAR VERMA,M,56,GEN
NAGENDRA KUMAR,M,33,GEN
MUKUL KUMAR SHARMA,M,26,GEN
RAMESHWAR PRASAD,M,67,GEN
SHATRUDHAN SAW,M,46,GEN
SUNIL KUMAR,M,41,GEN
KUMAR INDRA BHUSHAN,M,40,GEN
JAI PRAKASH YADAV,M,54,GEN
DURGESH NANDAN SINGH ALIAS DURGESH NANDAN,M,37,GEN
NIRAJ KUMAR,M,48,GEN
PANCHAM LAL,M,63,SC
MINENDRA KUMAR SINGH,M,62,GEN
SUNIL KUMAR SINGH,M,45,GEN
MEENA SINGH,F,49,GEN
RAMESH CHANDRA BADAL,M,59,SC
RAJ KUMAR SINGH,M,61,GEN
SRIBHAGWAN SINGH KUSHWAHA,M,48,GEN
BAIJNATH YADAV,M,49,GEN
BHARAT BHUSHAN PANDEY,M,40,GEN
RAJU YADAV,M,31,GEN
SHAMBHU PRASAD SHARMA,M,61,GEN
DR. SURENDRA KUMAR PRASAD,M,59,GEN
ASHOK RAM,M,41,SC
GOPAL SINGH,M,73,GEN
SHANKAR DAYAL PASWAN,M,49,SC
ASHWINI KUMAR CHOUBEY,M,61,GEN
JAGADANAND SINGH,M,70,GEN
DADAN YADAV,M,50,GEN
SHYAM LAL SINGH KUSHWAHA,M,59,GEN
INDU SINGH,F,36,GEN
TAFIR HUSSIAN,M,48,GEN
PARSHURAM PRASAD,M,35,SC
PRADEEP KUMAR PRASAD,M,34,GEN
MOKARRAM HUSSAIN,M,62,GEN
MONIBUR RAHMAN,M,38,GEN
RAJENDRA KUMAR SINGH CHOUHAN,M,48,GEN
SHIO KUMAR SHARMA,M,58,GEN
SWETA PATHAK,F,30,GEN
NARENDRA PRATAP SINGH,M,33,GEN
LALLAN RUPNARAIN PATHAK,M,70,GEN
SHEO GOPAL CHOUDHARY,M,74,GEN
KARRA PARASU RAMAIAH,M,59,SC
CHHEDI PASWAN,M,58,SC
BALESHWAR BHARTI,M,58,SC
MEIRA KUMAR,F,68,SC
GEETA ARYA,F,47,SC
TETRI DEVI,F,39,SC
SAROJ RAM,M,54,SC
NAND LAL RAM,M,37,SC
RAVIKANT CHAUDHARY,M,32,SC
RAJNARAIN RAO,M,77,SC
SURENDRA RAM,M,39,SC
KANTI SINGH,F,59,GEN
MAHABALI SINGH,M,59,GEN
SANJAY KEWAT,M,29,GEN
UPENDRA KUSHWAHA,M,51,GEN
GHULAM KUNDANAM,M,43,GEN
DINESH KUMAR,M,34,GEN
PRADEEP KUMAR JOSHI,M,45,GEN
RAJANI DUBEY,F,41,GEN
RAJA RAM SINGH,M,58,GEN
VEENA BHARTI,F,38,GEN
IMRAN ALI,M,27,GEN
MD. DILBAS ANSARI,M,62,GEN
BHAIRAW DAYAL SINGH,M,70,GEN
RAM DAYAL SINGH,M,59,GEN
SATYA NARAYAN SINGH,M,51,GEN
ANIL KUMAR SHARMA,M,50,GEN
RAVINDRA SINGH,M,40,GEN
SURENDRA PRASAD YADAV,M,56,GEN
DR. ARUN KUMAR,M,55,GEN
MD. ISTIYAK,M,49,GEN
CHANDRA BHUSHAN SHARMA,M,64,GEN
NARENDRA KUMAR,M,34,SC
PARSHURAM VIND,M,72,GEN
MANJU DEVI,F,51,GEN
RAMADHAR SINGH,M,58,GEN
RAHUL RANJAN,M,27,GEN
ARJUN THAKUR,M,52,GEN
NITYANAND SINGH,M,39,GEN
MANJAY KUMAR,M,31,GEN
SUDAY YADAV,M,26,GEN
NIKHIL KUMAR,M,72,GEN
BAGI KUMAR VERMA,M,42,GEN
SANTOSH KUMAR,M,45,GEN
SUSHIL KUMAR SINGH,M,48,GEN
UPENDRA NATH,M,46,GEN
USHA SHARAN,F,43,GEN
RAGINI LATA SINGH,F,49,GEN
RITA DEVI,F,43,GEN
DURGA THAKUR,M,55,GEN
RAKESH SHARMA,M,42,GEN
RAMJI SINGH,M,45,GEN
BIJEET KUMAR,M,29,GEN
SOMARU PASWAN,M,58,SC
JITAN RAM MANJHI,M,68,SC
RAMJI MANJHI,M,54,SC
SHIV KUMAR KANT,M,64,SC
HARI MANJHI,M,51,SC
ASHOK KUMAR,M,52,GEN
INDRA DEO CHOUDHARY,M,45,SC
KAPIL CHOUDHARY,M,44,SC
DHANANJAY KISHORE,M,38,SC
NIRANJAN KUMAR,M,40,SC
BHUNESWAR DAS,M,50,SC
MAMTA KUMARI,F,33,SC
SHIV SHANKAR KUMAR,M,38,SC
DR. DEV KUMAR CHOUDHARY,M,39,SC
KAUSHAL YADAV,M,44,GEN
GIRIRAJ SINGH,M,61,GEN
RAJ BALLABH PRASAD,M,52,GEN
SOHAIL ANWER,M,48,SC
ASHOK KUMAR,M,37,GEN
UMAKANT RAHI,M,42,GEN
PRAMENDRA KUMAR YADAV,M,34,GEN
MOHAMMAD JAHID HUSAIN,M,42,GEN
RAJENDRA SINGH,M,58,GEN
VIJAY RAM,M,42,SC
SURENDRA RAJBANSHI,M,35,SC
AZAD GEETA PRASAD SHARMA,M,48,GEN
ADITYA NARAYAN,M,32,SC
MANISH KUMAR,M,40,GEN
SATISH KUMAR,M,50,GEN
SAFDAR ISMAIL,M,36,GEN
SHULOCHANA DEVI,F,39,GEN
UDAY NARAIN CHOUDHARY,M,61,SC
CHIRAG KUMAR PASWAN,M,32,SC
BRAHMDEV ANAND PASWAN,M,58,SC
SUDHANSU SHEKHAR BHASKAR,M,46,SC
UPENDRA RAVIDAS,M,35,SC
JAY PRAKASH DAS,M,61,SC
VINOD KUMAR DAS,M,34,SC
VISHUN CHOUDHARY,M,56,SC
DILIP KUMAR,M,30,SC
MANOJ KUMAR MANJHI,M,32,SC
SUBHASH PASWAN,M,45,SC
KIRRON KHER ,F,61,GEN
JANNAT JAHAN-UL-HAQ (NAINA),F,32,GEN
PAWAN KUMAR BANSAL,M,65,GEN
KAWALJIT SINGH,M,33,GEN
KHEM LAL BANSAL,M,68,GEN
GULKIRAT KAUR PANAG (GUL PANAG),F,35,GEN
DHARMENDER SINGH,M,35,GEN
